text,intent,style
package damage ho gaya ustad,order_issue,abbreviated
bossn ext order ka address batao,get_address,augmented_spelling
tyrep uncture ke karan delay hoga,report_delay,augmented_spelling
kripya mujhe aane mein 20 min lagenge,report_delay,abbreviated
mahoday map kaam nahi kar raha,navigation_help,formal_hindi
bhaiya tyre puncture ki wajah se 5 min late honga,report_delay,abbreviated
bawa baarish ki wajah se 10 minute late honga,report_delay,abbreviated
bhai bhed ki wajah se 15 mins late honga,report_delay,augmented_spelling
15 mins late pahnuchunga accident hai,report_delay,augmented_spelling
15 mins late pahunchunga accdent hai,report_delay,augmented_spelling
aadh ghanta late pahunchunga traffic hai,report_delay,casual_hindi
ustad baarish ki wajah se 15 mins late honga,report_delay,augmented_spelling
mahoday mujhe aane mein ek ghanta lgaenge,report_delay,augmented_spelling
bhaiya order cancel kar do,order_issue,abbreviated
gate par koi nai h bhaiya,customer_unavailable,abbreviated
bawa baarish ki waja hse 20 min late honga,report_delay,augmented_spelling
sir mujhe aan emein aadh ghanta lagenge,report_delay,augmented_spelling
5 min late pahunchunga tyre puncture h,report_delay,abbreviated
guru petrol khatam ki wajah se 10 minute late honga,report_delay,augmented_spelling
20 min late pahunchunga petrol khatam h,report_delay,abbreviated
boss petrol khatam ki wajah se aad hghanta late honga,report_delay,augmented_spelling
ek ghanta late pahunchunga accident hai,report_delay,augmented_spelling
bhaiya baarish ki wajah se aah ghanta late honga,report_delay,augmented_spelling
ustad baarish ki wajah se 10 minute late honga,report_delay,augmented_spelling
customr mil nahi raha,customer_unavailable,augmented_spelling
15 mins late pahunchunga baarsih hai,report_delay,augmented_spelling
bawa tyr epuncture ki wajah se 5 min late honga,report_delay,augmented_spelling
bhaiya petrol khatam ki vjh se 20 min late honga,report_delay,abbreviated
bhaiya accident ki wajah se 20 min late honga,report_delay,casual_hindi
late ho jaunga 20 min,report_delay,abbreviated
kripya mujhe aane mein 10 minute lagenge,report_delay,abbreviated
boss accident ki vjh se 20 min late honga,report_delay,abbreviated
ustad order cancl kar do,order_issue,augmented_spelling
5 min late pahunchunga baarish hai,report_delay,casual_hindi
15 mins late pahunchunga tyre puncture hai,report_delay,augmented_spelling
15 mins late pahunchunga traffic hai,report_delay,abbreviated
gate par koi nai h yaar,customer_unavailable,abbreviated
15 mins late pahunchunga accident h,report_delay,abbreviated
10 minute late pahunchunga accident hai,report_delay,casual_hindi
boss accident ki wajah se 10 minute late honga,report_delay,augmented_spelling
15 mins late pahunchunga tyre puncture hai,report_delay,augmented_spelling
ustad petrol khatam i wajah se aadh ghanta late honga,report_delay,augmented_spelling
bhai traffic ki wajah se 20 min late honga,report_delay,casual_hindi
ek ghanat late pahunchunga traffic hai,report_delay,augmented_spelling
bhai accident ki wajah se 10 minute late honga,report_delay,augmented_spelling
late ho jaunag aadh ghanta,report_delay,augmented_spelling
aadh ghanta late pahunchunga petrol khatam hai,report_delay,abbreviated
5 min lae pahunchunga baarish hai,report_delay,augmented_spelling
darwaza band h,customer_unavailable,abbreviated
yaar baarish ki vjh se 20 min late honga,report_delay,abbreviated
ustad traffic ki wajah se 20 min late honga,report_delay,casual_hindi
10 minute late pahunchunga tyre puncture h,report_delay,abbreviated
rasta dikhao boss,navigation_help,augmented_spelling
15 mins late pahunchunga tyre puncture hai,report_delay,augmented_spelling
aadh ghanta late pahunchunga bheed hai,report_delay,casual_hindi
15 mins late pahunchunga traffic hai,report_delay,abbreviated
aadh ghanta late pahunchunga baarish hai,report_delay,augmented_spelling
late ho jaunga aadh ghanta,report_delay,abbreviated
bhai acciden ki wajah se 20 min late honga,report_delay,augmented_spelling
bawa baarish ki wajah se aadh ghanta late honga,report_delay,abbreviated
guru petrol khatam ki wajah se 5 min late ohnga,report_delay,augmented_spelling
yaar traffic ki vjh se 15 mins late honga,report_delay,abbreviated
late ho jaunga 15 mins,report_delay,augmented_spelling
10 minute late pahunchunga bheed h,report_delay,abbreviated
boss map stuck ho gaya h,navigation_help,abbreviated
5 min late pahunchunga baarish h,report_delay,abbreviated
5 min late pahunchunga tyre puncture h,report_delay,abbreviated
5 min late pahunchunga acident hai,report_delay,augmented_spelling
ek ghanta late pahunchunga petrol khatam h,report_delay,abbreviated
traffic ki wajah es 10 minute late honga,report_delay,augmented_spelling
ek ghanta late pahunchunga accident hai,report_delay,casual_hindi
10 minute late pahunchunga bheed hai,report_delay,casual_hindi
ustad accident ki waah se 10 minute late honga,report_delay,augmented_spelling
gate par koi nhi h boss,customer_unavailable,abbreviated
15 mins late pahunchunga accident h,report_delay,abbreviated
kripya parcel kshatigrast h,order_issue,abbreviated
customer mil nahi rha,customer_unavailable,abbreviated
guru accidnet ki wajah se 5 min late honga,report_delay,augmented_spelling
bhaiya petrol khatam ki wajah se ek ghanta late honga,report_delay,abbreviated
late ho jaunga aadh ghanta,report_delay,abbreviated
5 min late pahunchunga bheed h,report_delay,abbreviated
10 minute late pahunchunga petrol khatam h,report_delay,abbreviated
15 mins late pahunchunga traffic hai,report_delay,abbreviated
bhai accident ki wajah se 20 min late honga,report_delay,casual_hindi
ek ghanta late pahunchunga petrol khatam h,report_delay,abbreviated
ustad customer phonen ahi utha raha,customer_unavailable,augmented_spelling
guru accident ki wajah se 10 minute late honga,report_delay,augmented_spelling
gurut raffic ki wajah se aadh ghanta late honga,report_delay,augmented_spelling
location samajh nhi aa rha,navigation_help,abbreviated
5 min late pahunchunga traffic hai,report_delay,casual_hindi
sahi marg dikhayein,navigation_help,abbreviated
traffic ke karan delay hoga,report_delay,abbreviated
sir grahak sampark mein ni hain,customer_unavailable,abbreviated
10 minute late pahunchunga baarish h,report_delay,abbreviated
bhaiya baarishk i wajah se 15 mins late honga,report_delay,augmented_spelling
next order ka adr batao,get_address,abbreviated
bhai bheed ki wajah se 20 imn late honga,report_delay,augmented_spelling
10 minute late pahunchunga bheed h,report_delay,abbreviated
guru accident ki wajah se 10 minute late honag,report_delay,augmented_spelling
packgae damage ho gaya bhai,order_issue,augmented_spelling
bhaiya bheed ki wajah se 02 min late honga,report_delay,augmented_spelling
bheed ke karan delay hoga,report_delay,augmented_spelling
bhai petrol khatam ki wajah se 5 min late honga,report_delay,augmented_spelling
15 mins late pahunchunga accident hai,report_delay,augmented_spelling
rast adikhao bhai,navigation_help,augmented_spelling
yaar tyre puncture ki vjh se ek ghanta late honga,report_delay,abbreviated
baarish ki wajah se aadh ghanta late honga,report_delay,casual_hindi
ek ghatna late pahunchunga tyre puncture hai,report_delay,augmented_spelling
ustad pterol khatam ki wajah se ek ghanta late honga,report_delay,augmented_spelling
tyre puncture ki vjh se aadh ghanta late honga,report_delay,abbreviated
20 min late pahunchunga traffic hai,report_delay,augmented_spelling
bawa bheed ki wajah se ek ghatna late honga,report_delay,augmented_spelling
bheed ke karan delay hoga,report_delay,formal_hindi
20 min late pahunchunga petrol khaatm hai,report_delay,augmented_spelling
yaar baarihs ki wajah se 15 mins late honga,report_delay,augmented_spelling
15 mins late pahunchunga tyre puncture h,report_delay,abbreviated
5 min late pahunchunga traffic hai,report_delay,abbreviated
gate par koi nahi hai boss,customer_unavailable,casual_hindi
yaar bheed ki wajah se aadh ghanta late honga,report_delay,augmented_spelling
ek ghanta late pahunchnuga baarish hai,report_delay,augmented_spelling
guru tyre puncture ki vjh se 10 minute late honga,report_delay,abbreviated
guru petrol khatam ki wajah se 20 min late hnga,report_delay,augmented_spelling
aadh ghanta late pahunchunga tyre puncture hai,report_delay,casual_hindi
ustad tyre puncture ki wajah se 10 minute late honga,report_delay,casual_hindi
20 min late pahunchunga bheed h,report_delay,abbreviated
bawa baarish ki wajah se 15 mins lae honga,report_delay,augmented_spelling
20 min late pahunchunga accident h,report_delay,abbreviated
bawa tyre puncture ki wjh se 15 mins late honga,report_delay,abbreviated
mahoday mujhe aane mein 15 mins lagenge,report_delay,abbreviated
ustad baarish ki wajah se 5 min late honga,report_delay,augmented_spelling
late ho jaunga 10 minute,report_delay,augmented_spelling
guru tyre puncture ki wajah se 20 min late honga,report_delay,casual_hindi
aadh ghanta late pahunchunga accident h,report_delay,abbreviated
guru bheed ki vjh se 5 min late honga,report_delay,abbreviated
20 min late pahunchunga tyre puncture hai,report_delay,augmented_spelling
ustad baarish ki vjh se 5 min late honga,report_delay,abbreviated
ek ghanta late pahunchunga tyre puncture hai,report_delay,abbreviated
bheed ki vjh se ek ghanta late honga,report_delay,abbreviated
ustad tyre puncture k wajah se 20 min late honga,report_delay,augmented_spelling
guru baarish ki wajah se ek ghanta late honga,report_delay,abbreviated
10 minute late pahunchunga bheed h,report_delay,abbreviated
yaar traffic ki wajah se 5 min late honga,report_delay,casual_hindi
ek ghanta late pahunchunga petrol khatam hai,report_delay,casual_hindi
customer mil nahi raha,customer_unavailable,casual_hindi
15 mins late pahunchunga baarish hai,report_delay,casual_hindi
bhai customer kidhar hai,get_address,augmented_spelling
10 minute late pahunchunga raffic hai,report_delay,augmented_spelling
bawa bheed ki wajah se ek ghanta late honga,report_delay,casual_hindi
mahoday map kaam nahi kar rha,navigation_help,abbreviated
aadh ghanta latep ahunchunga traffic hai,report_delay,augmented_spelling
5 min laet pahunchunga accident hai,report_delay,augmented_spelling
ustad petrol khatam ki vjh se 5 min late honga,report_delay,abbreviated
yaar baarish ki wjh se 10 minute late honga,report_delay,abbreviated
boss baarish ki vjh se 10 minute late honga,report_delay,abbreviated
bawa petrol khatam ki waajh se 15 mins late honga,report_delay,augmented_spelling
ek ghanta late pahunchunga petrol khatam hai,report_delay,casual_hindi
late ho jaunga 15 mins,report_delay,casual_hindi
order cancel kar do,order_issue,casual_hindi
ustad accident ki awjah se 10 minute late honga,report_delay,augmented_spelling
boss bheed ki wajah se 5 min late honga,report_delay,casual_hindi
10 minute late pahunchunga tyre puncture hai,report_delay,augmented_spelling
5 min late pahunchunga traffi hai,report_delay,augmented_spelling
bhi bheed ki wjh se 10 minute late honga,report_delay,abbreviated
tyre puncture ke karan delay hoga,report_delay,abbreviated
ustad baarish ki wajah se 5 min late honga,report_delay,abbreviated
bawa petrol khatam ki wajah se 20 min late honga,report_delay,abbreviated
yaar traffick i wajah se 20 min late honga,report_delay,augmented_spelling
bheed ki wajah se ek ghanta late honga,report_delay,augmented_spelling
boss petrol khatam ki wajah se 5 min late honga,report_delay,augmented_spelling
ustad bheed ki wajah se aadh ghanta late honga,report_delay,abbreviated
10 minute late pahunchunga traffic hai,report_delay,augmented_spelling
bhai baarish ki wajah se e kghanta late honga,report_delay,augmented_spelling
5 min late pahunchunga accident hai,report_delay,casual_hindi
aadh ghanta late pahunchunga bheed h,report_delay,abbreviated
ek ghanta late pahunchunga petrol khatam hi,report_delay,augmented_spelling
bhaiya baarish ki wjh se 20 min late honga,report_delay,abbreviated
yaar traffic ki vjh se 5 min late honga,report_delay,abbreviated
20 min late pahunchunga bheed hai,report_delay,augmented_spelling
guru customer phone ahi utha raha,customer_unavailable,augmented_spelling
5 min late pahunchunga accident hai,report_delay,augmented_spelling
petrol khatam ke karan delay hoga,report_delay,abbreviated
bhai tyre puncture ki wajah se ek ghanta late honga,report_delay,augmented_spelling
bhai map stuck ho gaya hi,navigation_help,augmented_spelling
15 mins late pahunchunga accient hai,report_delay,augmented_spelling
bhaiya tyre puncture ki awjah se ek ghanta late honga,report_delay,augmented_spelling
bhai bhed ki wajah se 10 minute late honga,report_delay,augmented_spelling
sir mujhe aane mein ek ghanta lagenge,report_delay,abbreviated
20 min late pahunchunga traffic hai,report_delay,abbreviated
ek ghanta late pahunchunga bheed h,report_delay,abbreviated
bhai petrol khatam ki wajah se 10 minute late honga,report_delay,abbreviated
yaar baarish ki wajah se aadh ghanta late honga,report_delay,augmented_spelling
yaar tyre puncture ki wajah se ek ghanta late honga,report_delay,casual_hindi
gala torder de diya hai,order_issue,augmented_spelling
15 mins late pahunchunga accident hai,report_delay,casual_hindi
guru petrol khatam ki wajah se aadh ghanta late honga,report_delay,abbreviated
order radd karna hai,order_issue,formal_hindi
late ho jaunga 15 mins,report_delay,abbreviated
20 min late pahunchunga accident h,report_delay,abbreviated
guru tyre puncture ki wjh se 20 min late honga,report_delay,abbreviated
ek ghanta late pahunchunga ytre puncture hai,report_delay,augmented_spelling
baarish ke karan delay hoga,report_delay,formal_hindi
yara next order ka address batao,get_address,augmented_spelling
bhaiya baarish ki wajah se 20 min late honga,report_delay,casual_hindi
15 mins late pahunchunga traffic h,report_delay,abbreviated
20 min late pahunchunga accident hai,report_delay,augmented_spelling
ustad accident ki wajah se 5 min late honga,report_delay,augmented_spelling
boss traffic ki wajah se 20 min late honga,report_delay,augmented_spelling
location samah nahi aa raha,navigation_help,augmented_spelling
guru tyre puncture ki vjh se 5 min late honga,report_delay,abbreviated
late ho jaunga ek ghanta,report_delay,augmented_spelling
rasta dikhao bhai,navigation_help,casual_hindi
boss baarish ki wajah se 10 minute late honga,report_delay,casual_hindi
ustad baarish ki wajah se 5 min late honga,report_delay,casual_hindi
number not reachable hai,customer_unavailable,augmented_spelling
15 mins late pahunchunga bheed hai,report_delay,casual_hindi
20 min late pahunchunga petrol khatam hai,report_delay,abbreviated
late ho aunga 20 min,report_delay,augmented_spelling
item missing hai,order_issue,casual_hindi
gps hang ho gaya,navigation_help,abbreviated
late ho jaunga ek ghanta,report_delay,abbreviated
traffic ke karan delay hoga,report_delay,augmented_spelling
10 minute late pahunchunga tyre uncture hai,report_delay,augmented_spelling
customer mil nahi raha,customer_unavailable,casual_hindi
yaar traffic ki vjh se 20 min late honga,report_delay,abbreviated
gps hang h gaya,navigation_help,augmented_spelling
20 min late pahunchunga baarish hai,report_delay,augmented_spelling
15 mins late pahunchunga baarish hia,report_delay,augmented_spelling
bheed ki wajah se 20 min late honga,report_delay,augmented_spelling
ek ghanta late pahunchunga bheed hai,report_delay,augmented_spelling
20 min late pahunchunga petrol khatam h,report_delay,abbreviated
next orde ka address batao,get_address,augmented_spelling
bhai bheed ki wajah se aad ghanta late honga,report_delay,augmented_spelling
boss customer kidhar h,get_address,abbreviated
guru petrol khatam ki vjh se ek ghanta late honga,report_delay,abbreviated
sir grahak sampark mein ni hain,customer_unavailable,abbreviated
customer kidhar hai,get_address,augmented_spelling
bhaiya bheed ki wajah se 10 miunte late honga,report_delay,augmented_spelling
bhai baarish ki wajah s 5 min late honga,report_delay,augmented_spelling
bawa bheed ki wjh se aadh ghanta late honga,report_delay,abbreviated
late ho jaunga 5 min,report_delay,abbreviated
guru baarish ki wajah es 15 mins late honga,report_delay,augmented_spelling
late ho jaugna 10 minute,report_delay,augmented_spelling
aadh ghanta late pahunchunga accident hai,report_delay,casual_hindi
ek ghanta late pahunchunga bheed h,report_delay,abbreviated
15 mins late pahunchunga accident hai,report_delay,casual_hindi
traffic ki vjh se 20 min late honga,report_delay,abbreviated
bhaiya order cancel kar do,order_issue,abbreviated
ustad bheed ki wajah se 20 min late honga,report_delay,casual_hindi
20 min late pahunchunga traffic h,report_delay,abbreviated
guru bheed ki wajah se 5 min late honga,report_delay,abbreviated
yaar traffic ki vjh se 5 min late honga,report_delay,abbreviated
boss petrol khatam ki wajahs e aadh ghanta late honga,report_delay,augmented_spelling
20 min late pahunchunga tyre puncture hai,report_delay,augmented_spelling
late ho jaunga 20 min,report_delay,casual_hindi
yaar petrol khatam ki wajah se 20 min late honga,report_delay,augmented_spelling
guru baarish ki vjh se aadh ghanta late honga,report_delay,abbreviated
10 minute late pahunchunga petrol khatam ahi,report_delay,augmented_spelling
yaar perol khatam ki wajah se ek ghanta late honga,report_delay,augmented_spelling
bhaiya petrol khatam ki wjh se 20 min late honga,report_delay,abbreviated
boss petrol khatam ki wjh se 5 min late honga,report_delay,abbreviated
bhai accident ki wajah se 15 mins late honga,report_delay,casual_hindi
guru baarish ki wajah se ek ghanta late honga,report_delay,casual_hindi
aadh ghanta late pahunchunag baarish hai,report_delay,augmented_spelling
20 min late pahunchunga accident hai,report_delay,augmented_spelling
15 mins late pahunchunga bheed h,report_delay,abbreviated
boss next order ka address batao,get_address,augmented_spelling
bhaiya traffic ki wajah se ek ghanta late honga,report_delay,abbreviated
15 mins late pahunchunga accident hai,report_delay,abbreviated
package damage ho gaya bawa,order_issue,abbreviated
boss tyre puncture ki wajah se 5 min late honga,report_delay,casual_hindi
bhaiya accident ki vjh se 10 minute late honga,report_delay,abbreviated
ustad tyre punctur ki wajah se aadh ghanta late honga,report_delay,augmented_spelling
ustad petrol khatam ki vjh se 20 min late honga,report_delay,abbreviated
guru baarish ki wajah se 20 min late honga,report_delay,casual_hindi
bhaiya traffic ki wjh se ek ghanta late honga,report_delay,abbreviated
boss petrol khatam ki wajah se aadh ghanta late honga,report_delay,casual_hindi
5 min late pahunchunga tyre puncture hai,report_delay,augmented_spelling
ustad traffic ki vjh se 20 min late honga,report_delay,abbreviated
bhai baarish ki wajah se 10 minutel ate honga,report_delay,augmented_spelling
10 minute late pahunchunga petrol khatam hai,report_delay,casual_hindi
location send karob awa,get_address,augmented_spelling
bhaiya bheed ki wajah se 15 mins late honga,report_delay,abbreviated
sir mujhe aane mein 20 min lagenge,report_delay,abbreviated
bhai tyre puncture ki waja se 20 min late honga,report_delay,augmented_spelling
bhai tyre puncture ki wajah se ek ghanta late honga,report_delay,casual_hindi
traffic ki vjh se aadh ghanta late honga,report_delay,abbreviated
location send kao bhai,get_address,augmented_spelling
rasta dikhao boss,navigation_help,casual_hindi
5 min late pahunchunga eptrol khatam hai,report_delay,augmented_spelling
bss baarish ki wajah se 10 minute late honga,report_delay,augmented_spelling
gate par koi nhi h bawa,customer_unavailable,abbreviated
15 mins late pahunchunga baarish ahi,report_delay,augmented_spelling
bawa customer phone ni utha rha,customer_unavailable,abbreviated
boss bheed ki wjh se 15 mins late honga,report_delay,abbreviated
20 min late pahunchunga accident hai,report_delay,augmented_spelling
bheed ke karan delay hoga,report_delay,formal_hindi
bawa bheed ki wajah se 5 min late honga,report_delay,augmented_spelling
bawa accident ki wajah se 20 min late honga,report_delay,augmented_spelling
customr mil nahi raha,customer_unavailable,augmented_spelling
ek ghanta late pahunchunga petrol khatam h,report_delay,abbreviated
kripya mujhe aane mein aadh ghanta lagenge,report_delay,abbreviated
ek ghanta late pahunchunga petrol khatam hai,report_delay,augmented_spelling
aadh ghanta late pahunchunga traffic hai,report_delay,augmented_spelling
numbe rnot reachable hai,customer_unavailable,augmented_spelling
order radd karna hai,order_issue,abbreviated
location samajh nai aa raha,navigation_help,abbreviated
aadh ghanta late pahunchunga accident hai,report_delay,augmented_spelling
package damage ho gaya bhaiya,order_issue,augmented_spelling
bawa accident ki wjh se 20 min late honga,report_delay,abbreviated
location send kro,get_address,abbreviated
guru traffic ki wajah se 5 min late honga,report_delay,augmented_spelling
guru accident ki wajah se aadh ghanta late honga,report_delay,casual_hindi
petrol khaatm ki wajah se aadh ghanta late honga,report_delay,augmented_spelling
5 min late pahunchunga baarih hai,report_delay,augmented_spelling
ustad accident ki vjh se 5 min late honga,report_delay,abbreviated
number not reachable h,customer_unavailable,abbreviated
yaar tyre puncture ki wjh se 5 min late honga,report_delay,abbreviated
boss traffic ki wajah se aadh ghanta late honga,report_delay,abbreviated
yaar petrol khatam ki wajah se ek ghanta late hnga,report_delay,augmented_spelling
tyre puncture ke karan delay hoga,report_delay,abbreviated
bhai baarish ki wajah se 15 mins late honga,report_delay,augmented_spelling
10 minute late pahunchunga traffic hai,report_delay,casual_hindi
ek ghanta late pahunchunga tyre puncture hai,report_delay,casual_hindi
mahoday mujhe aaen mein 5 min lagenge,report_delay,augmented_spelling
ustad petrol khatam ki wajah se 15 mins late honga,report_delay,abbreviated
yaar acciden tki wajah se 10 minute late honga,report_delay,augmented_spelling
kripya aagami aadesh ka pata pradan karein,get_address,abbreviated
20 min late pahunchunga accident hai,report_delay,abbreviated
guru map stuck ho gaya h,navigation_help,abbreviated
tyre puncture ke karan delay hoga,report_delay,abbreviated
10 minute late pahunchunga traffic hai,report_delay,casual_hindi
late ho jaunga 10 mnute,report_delay,augmented_spelling
aadh ghanta late pahunchunga tyre puncture hai,report_delay,casual_hindi
mahoday mujhe aane mein 10 minute lagenge,report_delay,augmented_spelling
15 mins late pahunchunga bheed h,report_delay,abbreviated
late ho jaunga 20 min,report_delay,abbreviated
bhaiya traffic ki wajah se 15 mins late honga,report_delay,augmented_spelling
bawa baaris ki wajah se ek ghanta late honga,report_delay,augmented_spelling
number not reachable h,customer_unavailable,abbreviated
15 mins late pahunchunga etrol khatam hai,report_delay,augmented_spelling
sri mujhe aane mein 15 mins lagenge,report_delay,augmented_spelling
aadh ghanta late pahunchunga bheed hai,report_delay,abbreviated
10 minute late pahunchunga baarish h,report_delay,abbreviated
bawa accident ki wajah se 15 mins late honga,report_delay,augmented_spelling
1 minute late pahunchunga traffic hai,report_delay,augmented_spelling
15 mins late pahunchunga accident h,report_delay,abbreviated
ustda accident ki wajah se 15 mins late honga,report_delay,augmented_spelling
ustad tyre puncture ki wajah se 10 minute late hnoga,report_delay,augmented_spelling
late ho jaunga ek ghanta,report_delay,abbreviated
bhai customer kidhar hai,get_address,casual_hindi
bhaiya accident ki vjh se 15 mins late honga,report_delay,abbreviated
15 mins late pahunchunga accident h,report_delay,abbreviated
galat order de diya h,order_issue,abbreviated
5 min late pahunchunga traffic hai,report_delay,augmented_spelling
bhaiya bheed ki vjh se 20 min late honga,report_delay,abbreviated
bhaiya bheed ki wajah se 10 minute late honga,report_delay,casual_hindi
bawa taffic ki wajah se 5 min late honga,report_delay,augmented_spelling
petrol khatam ke karan delay hoga,report_delay,abbreviated
yaar tyre puncture ki wajah se ek ghanta late honga,report_delay,augmented_spelling
yaar tyre puncture ki wajah se 5 min late ohnga,report_delay,augmented_spelling
bawa bheed ki wajah se aadh ghanta late honga,report_delay,abbreviated
gruu bheed ki wajah se 10 minute late honga,report_delay,augmented_spelling
ustad tyre puncture ki wjh se 20 min late honga,report_delay,abbreviated
ustad bheed ki wajah se 15 mins late honga,report_delay,augmented_spelling
boss customer kidhar hai,get_address,augmented_spelling
5 min late pahnuchunga accident hai,report_delay,augmented_spelling
15 mins late pahunchunga baarish hai,report_delay,casual_hindi
customer kidar hai,get_address,augmented_spelling
mahoday parcel kshatigrast h,order_issue,abbreviated
gate par koi nai h boss,customer_unavailable,abbreviated
20 min late pahunchunga tyre puncture h,report_delay,abbreviated
ek ghanta late pahunchunga petrol khatam hai,report_delay,casual_hindi
sir mujhe aane mein 5 min lagenge,report_delay,abbreviated
bhai accident ki vjh se aadh ghanta late honga,report_delay,abbreviated
bhaiya order cancel kar do,order_issue,abbreviated
bawa bheed ki wajah se 10 minute late honga,report_delay,augmented_spelling
bheed ki vjh se 20 min late honga,report_delay,abbreviated
5 min late phaunchunga bheed hai,report_delay,augmented_spelling
 min late pahunchunga bheed hai,report_delay,augmented_spelling
ustad traffic ki wajah se 20 min late honga,report_delay,augmented_spelling
kripya mujhe aane mein aadh ghanta lagenge,report_delay,formal_hindi
ustad accident ki wajah se 10 minute late honga,report_delay,augmented_spelling
20 min late pahunchunga behed hai,report_delay,augmented_spelling
10 minute late pahunchunga tyre puncture hai,report_delay,abbreviated
saih marg dikhayein,navigation_help,augmented_spelling
galato rder de diya hai,order_issue,augmented_spelling
10 minute late paunchunga traffic hai,report_delay,augmented_spelling
5 min late pahunchunga traffic hai,report_delay,augmented_spelling
yaar traffic ki wjh se 10 minute late honga,report_delay,abbreviated
10 minute late pahunchunga petrol khatam hai,report_delay,casual_hindi
customer mil nhi rha,customer_unavailable,abbreviated
ustad baarish ki wjh se 5 min late honga,report_delay,abbreviated
ek ghanta late pahunchunga baarish h,report_delay,abbreviated
yaar baarish ki wajah se 10 minute late honga,report_delay,abbreviated
bawa baarish ki wajah se 20m in late honga,report_delay,augmented_spelling
accident ke karan delay hoga,report_delay,augmented_spelling
guru bheed ki wajah se aadh ghanta late honga,report_delay,augmented_spelling
yaar tyre puncture ki wajah se aadh ghnta late honga,report_delay,augmented_spelling
mahoday muje aane mein 10 minute lagenge,report_delay,augmented_spelling
mahoday parcel kshatigrast hai,order_issue,abbreviated
yaar petrol khatam ki vjh se aadh ghanta late honga,report_delay,abbreviated
sahi marg dikhayein,navigation_help,abbreviated
bawa baarish ki wajah se 20 min late honga,report_delay,casual_hindi
ustad petrol khatam ki vjh se aadh ghanta late honga,report_delay,abbreviated
10 minute late pahunchunga tyre puncture h,report_delay,abbreviated
10 minute late pahunchunga bheed h,report_delay,abbreviated
yaar bheed ki wajah se 5 min late honga,report_delay,augmented_spelling
10 minute late pahunchungap etrol khatam hai,report_delay,augmented_spelling
traffic ki wajah se aadh ghanta late honga,report_delay,casual_hindi
location send kro bhaiya,get_address,abbreviated
tyre puncture ki wjah se 10 minute late honga,report_delay,augmented_spelling
ustad accident ki vjh se 20 min late honga,report_delay,abbreviated
10 minute late pahunchunga accident hai,report_delay,abbreviated
boss traffic ki vjh se aadh ghanta late honga,report_delay,abbreviated
guru customer kidhar hai,get_address,casual_hindi
bhi baarish ki vjh se aadh ghanta late honga,report_delay,abbreviated
15 mins late pahunchunga accident hai,report_delay,abbreviated
aadh ghanta late pahunchunga bheed h,report_delay,abbreviated
aadh ghanta late pahunchunga petrol khata mhai,report_delay,augmented_spelling
15 mins late pahunchunga bheed hai,report_delay,abbreviated
late ho jaunga 5 min,report_delay,casual_hindi
20 min late pahunchunga baarish hai,report_delay,augmented_spelling
boss tyre puncture ki vjh se aadh ghanta late honga,report_delay,abbreviated
sir grhak ka location bhejein,get_address,augmented_spelling
bhaiya petrol khatam ki wajah se 15 mins late honga,report_delay,augmented_spelling
bhai accident ki wjh se 5 min late honga,report_delay,abbreviated
ek ghanta late pahunchunga tyre puncture h,report_delay,abbreviated
boss order cancel kar do,order_issue,abbreviated
yaar map stuck ho gaya h,navigation_help,abbreviated
traffic ki wajah se 10 minute late honga,report_delay,augmented_spelling
yaar traffic ki wajah se aadh ghanta late ohnga,report_delay,augmented_spelling
boss accident ki wjh se 15 mins late honga,report_delay,abbreviated
15 mins late pahuncuhnga petrol khatam hai,report_delay,augmented_spelling
boss bheed ki wajah se 5 min late honga,report_delay,augmented_spelling
aadh ghanta late pahunchunga traffic h,report_delay,abbreviated
ek ghanta late pahunchunga traffic hai,report_delay,casual_hindi
15 mins late pahunchunga traffic hai,report_delay,abbreviated
yaar map stuck ho gaya hai,navigation_help,abbreviated
bhai tyre puncture ki wajah se 20 min late honga,report_delay,augmented_spelling
customer mil nahi raha,customer_unavailable,casual_hindi
bawa baarish ki waja hse 5 min late honga,report_delay,augmented_spelling
uru baarish ki wajah se 5 min late honga,report_delay,augmented_spelling
boss traffic ki wajah se ek hanta late honga,report_delay,augmented_spelling
guru petrol khatam ki wjh se 10 minute late honga,report_delay,abbreviated
ustad petrol khatam ki vjh se ek ghanta late honga,report_delay,abbreviated
gate par koi nai h bh,customer_unavailable,abbreviated
20 min late pahunchunga bheed hai,report_delay,augmented_spelling
aadh ghanta late phunchunga petrol khatam hai,report_delay,augmented_spelling
aadh ghanta late pahunchunga tyre puncture h,report_delay,abbreviated
5 min late pahunchunga petrol khatam hai,report_delay,abbreviated
bhai petrol khatam ki wajah se 15 mins late honga,report_delay,augmented_spelling
ek ghanta late pahunchunga traffic hai,report_delay,augmented_spelling
ustad accident ki wajah se 20 min late honga,report_delay,abbreviated
15 mins late pahunchunga tyre puncture hai,report_delay,casual_hindi
sutad accident ki wajah se 5 min late honga,report_delay,augmented_spelling
aadh ghanta late pahunchunga bheed h,report_delay,abbreviated
bawa traffic ki wajah se 10 minute late honga,report_delay,augmented_spelling
number not reachable ai,customer_unavailable,augmented_spelling
late ho juanga 10 minute,report_delay,augmented_spelling
location send karo,get_address,casual_hindi
guru baarish ki wajah se 5 min late honga,report_delay,casual_hindi
ustad bheed ki waja hse aadh ghanta late honga,report_delay,augmented_spelling
